city,date,card_type,exp_type,gender,amount,month,customer_id,customer_segment
"Bengaluru, India",2015-03-06,Platinum,Grocery,F,129950,2015-03,"Bengaluru, India_Platinum_F",High-Value Customers
"Surat, India",2015-03-06,Signature,Travel,F,139840,2015-03,"Surat, India_Signature_F",Regular Customers
"Greater Mumbai, India",2015-03-06,Signature,Food,F,155694,2015-03,"Greater Mumbai, India_Signature_F",High-Value Customers
"Greater Mumbai, India",2015-03-06,Platinum,Food,F,10561,2015-03,"Greater Mumbai, India_Platinum_F",High-Value Customers
"Kolkata, India",2015-03-06,Gold,Grocery,M,99714,2015-03,"Kolkata, India_Gold_M",Regular Customers
"Delhi, India",2015-03-06,Signature,Fuel,F,15025,2015-03,"Delhi, India_Signature_F",High-Value Customers
"Greater Mumbai, India",2015-03-06,Signature,Entertainment,F,91840,2015-03,"Greater Mumbai, India_Signature_F",High-Value Customers
"Greater Mumbai, India",2015-03-06,Gold,Bills,F,174097,2015-03,"Greater Mumbai, India_Gold_F",High-Value Customers
"Kolkata, India",2015-03-06,Signature,Fuel,F,100430,2015-03,"Kolkata, India_Signature_F",Regular Customers
"Petlad, India",2015-03-06,Gold,Fuel,M,195017,2015-03,"Petlad, India_Gold_M",Regular Customers
"Ahmedabad, India",2015-03-06,Gold,Fuel,F,131745,2015-03,"Ahmedabad, India_Gold_F",High-Value Customers
"Bengaluru, India",2015-03-06,Signature,Food,F,72366,2015-03,"Bengaluru, India_Signature_F",High-Value Customers
"Udaipur, India",2015-03-06,Signature,Fuel,F,42502,2015-03,"Udaipur, India_Signature_F",Inactive Customers
"Nautanwa, India",2015-03-06,Signature,Entertainment,F,151460,2015-03,"Nautanwa, India_Signature_F",Regular Customers
"Delhi, India",2015-03-06,Silver,Entertainment,F,264169,2015-03,"Delhi, India_Silver_F",High-Value Customers
"Delhi, India",2015-03-06,Platinum,Fuel,M,150821,2015-03,"Delhi, India_Platinum_M",High-Value Customers
"Surat, India",2015-03-07,Signature,Entertainment,M,219357,2015-03,"Surat, India_Signature_M",Regular Customers
"Tasgaon, India",2015-03-07,Gold,Fuel,F,134554,2015-03,"Tasgaon, India_Gold_F",Regular Customers
"Greater Mumbai, India",2015-03-07,Gold,Entertainment,F,99497,2015-03,"Greater Mumbai, India_Gold_F",High-Value Customers
"Manvi, India",2015-03-07,Gold,Bills,M,225717,2015-03,"Manvi, India_Gold_M",Regular Customers
"Ahmedabad, India",2015-03-07,Silver,Food,F,11289,2015-03,"Ahmedabad, India_Silver_F",High-Value Customers
"Rayachoti, India",2015-03-07,Signature,Food,M,161533,2015-03,"Rayachoti, India_Signature_M",Regular Customers
"Delhi, India",2015-03-07,Signature,Fuel,F,1420,2015-03,"Delhi, India_Signature_F",High-Value Customers
"Vikarabad, India",2015-03-07,Platinum,Entertainment,F,236961,2015-03,"Vikarabad, India_Platinum_F",Regular Customers
"Raisen, India",2015-03-07,Signature,Fuel,M,25562,2015-03,"Raisen, India_Signature_M",Regular Customers
"Ahmedabad, India",2015-03-07,Signature,Bills,F,39007,2015-03,"Ahmedabad, India_Signature_F",High-Value Customers
"Afzalpur, India",2015-03-07,Signature,Entertainment,F,107379,2015-03,"Afzalpur, India_Signature_F",Regular Customers
"Delhi, India",2015-03-07,Gold,Fuel,M,152931,2015-03,"Delhi, India_Gold_M",High-Value Customers
"Bengaluru, India",2015-03-07,Signature,Fuel,M,125985,2015-03,"Bengaluru, India_Signature_M",High-Value Customers
"Kolkata, India",2015-03-07,Platinum,Entertainment,M,294472,2015-03,"Kolkata, India_Platinum_M",Regular Customers
"Greater Mumbai, India",2015-03-07,Silver,Food,M,138176,2015-03,"Greater Mumbai, India_Silver_M",High-Value Customers
"Ahmedabad, India",2015-03-07,Signature,Bills,M,38461,2015-03,"Ahmedabad, India_Signature_M",High-Value Customers
"Ahmedabad, India",2015-03-07,Silver,Bills,F,169317,2015-03,"Ahmedabad, India_Silver_F",High-Value Customers
"Bengaluru, India",2015-03-07,Platinum,Food,F,298295,2015-03,"Bengaluru, India_Platinum_F",High-Value Customers
"Jaipur, India",2015-03-07,Signature,Grocery,F,211807,2015-03,"Jaipur, India_Signature_F",Regular Customers
"Wardha, India",2015-03-07,Silver,Grocery,F,120853,2015-03,"Wardha, India_Silver_F",Regular Customers
"Kanpur, India",2015-03-07,Silver,Bills,M,36849,2015-03,"Kanpur, India_Silver_M",Regular Customers
"Ujjain, India",2015-03-07,Platinum,Fuel,M,183647,2015-03,"Ujjain, India_Platinum_M",Regular Customers
"Phaltan, India",2015-03-07,Silver,Fuel,M,80037,2015-03,"Phaltan, India_Silver_M",Regular Customers
"Surat, India",2015-03-07,Gold,Travel,M,27316,2015-03,"Surat, India_Gold_M",Regular Customers
"Bengaluru, India",2015-03-07,Platinum,Entertainment,M,233099,2015-03,"Bengaluru, India_Platinum_M",High-Value Customers
"Ahmedabad, India",2015-03-07,Gold,Grocery,F,238710,2015-03,"Ahmedabad, India_Gold_F",High-Value Customers
"Delhi, India",2015-03-07,Signature,Bills,M,157676,2015-03,"Delhi, India_Signature_M",High-Value Customers
"Ahmedabad, India",2015-03-07,Silver,Bills,F,206075,2015-03,"Ahmedabad, India_Silver_F",High-Value Customers
"Delhi, India",2015-03-07,Signature,Entertainment,F,173419,2015-03,"Delhi, India_Signature_F",High-Value Customers
"Bengaluru, India",2015-03-07,Gold,Food,M,220835,2015-03,"Bengaluru, India_Gold_M",High-Value Customers
"Greater Mumbai, India",2015-03-07,Silver,Bills,M,172980,2015-03,"Greater Mumbai, India_Silver_M",High-Value Customers
"Greater Mumbai, India",2015-03-07,Gold,Entertainment,M,102406,2015-03,"Greater Mumbai, India_Gold_M",High-Value Customers
"Pune, India",2015-03-07,Gold,Entertainment,F,172119,2015-03,"Pune, India_Gold_F",Regular Customers
"Jaipur, India",2015-03-07,Silver,Entertainment,F,110020,2015-03,"Jaipur, India_Silver_F",Regular Customers
"Renukoot, India",2015-03-07,Signature,Entertainment,M,287768,2015-03,"Renukoot, India_Signature_M",Regular Customers
"Bengaluru, India",2015-03-07,Signature,Fuel,M,292222,2015-03,"Bengaluru, India_Signature_M",High-Value Customers
"Greater Mumbai, India",2015-03-07,Silver,Bills,M,259165,2015-03,"Greater Mumbai, India_Silver_M",High-Value Customers
"Ahmedabad, India",2015-03-07,Silver,Grocery,F,152175,2015-03,"Ahmedabad, India_Silver_F",High-Value Customers
"Ahmedabad, India",2015-03-07,Signature,Bills,M,201433,2015-03,"Ahmedabad, India_Signature_M",High-Value Customers
"Delhi, India",2015-03-08,Silver,Entertainment,F,143307,2015-03,"Delhi, India_Silver_F",High-Value Customers
"Delhi, India",2015-03-08,Gold,Fuel,M,158773,2015-03,"Delhi, India_Gold_M",High-Value Customers
"Chennai, India",2015-03-08,Signature,Fuel,M,229597,2015-03,"Chennai, India_Signature_M",Regular Customers
"Singrauli, India",2015-03-08,Silver,Entertainment,M,103475,2015-03,"Singrauli, India_Silver_M",Regular Customers
"Nepanagar, India",2015-03-08,Platinum,Entertainment,F,164733,2015-03,"Nepanagar, India_Platinum_F",Regular Customers
"Hyderabad, India",2015-03-08,Signature,Travel,M,164223,2015-03,"Hyderabad, India_Signature_M",Regular Customers
"Koyilandy, India",2015-03-08,Signature,Fuel,M,5534,2015-03,"Koyilandy, India_Signature_M",Regular Customers
"Delhi, India",2015-03-08,Silver,Grocery,M,175199,2015-03,"Delhi, India_Silver_M",High-Value Customers
"Kanpur, India",2015-03-08,Gold,Bills,M,274528,2015-03,"Kanpur, India_Gold_M",Regular Customers
"Delhi, India",2015-03-08,Signature,Entertainment,M,139894,2015-03,"Delhi, India_Signature_M",High-Value Customers
"Delhi, India",2015-03-08,Silver,Grocery,M,287251,2015-03,"Delhi, India_Silver_M",High-Value Customers
"Bengaluru, India",2015-03-08,Platinum,Entertainment,F,8394,2015-03,"Bengaluru, India_Platinum_F",High-Value Customers
"Chennai, India",2015-03-08,Gold,Bills,F,166408,2015-03,"Chennai, India_Gold_F",Regular Customers
"Pune, India",2015-03-08,Platinum,Grocery,F,118209,2015-03,"Pune, India_Platinum_F",Regular Customers
"Delhi, India",2015-03-08,Signature,Entertainment,M,43220,2015-03,"Delhi, India_Signature_M",High-Value Customers
"Ahmedabad, India",2015-03-08,Silver,Fuel,F,221033,2015-03,"Ahmedabad, India_Silver_F",High-Value Customers
"Neem-Ka-Thana, India",2015-03-08,Platinum,Bills,M,139669,2015-03,"Neem-Ka-Thana, India_Platinum_M",Regular Customers
"Surat, India",2015-03-08,Silver,Bills,M,154400,2015-03,"Surat, India_Silver_M",Regular Customers
"Anakapalle, India",2015-03-08,Platinum,Fuel,M,198516,2015-03,"Anakapalle, India_Platinum_M",Regular Customers
"Kurnool, India",2015-03-08,Silver,Grocery,M,228462,2015-03,"Kurnool, India_Silver_M",Regular Customers
"Ahmedabad, India",2015-03-08,Silver,Entertainment,M,134949,2015-03,"Ahmedabad, India_Silver_M",High-Value Customers
"Chennai, India",2015-03-08,Platinum,Fuel,F,111943,2015-03,"Chennai, India_Platinum_F",Regular Customers
"Kanpur, India",2015-03-08,Platinum,Fuel,M,33740,2015-03,"Kanpur, India_Platinum_M",Regular Customers
"Delhi, India",2015-03-08,Silver,Bills,F,899343,2015-03,"Delhi, India_Silver_F",High-Value Customers
"Sirsaganj, India",2015-03-08,Platinum,Fuel,M,202551,2015-03,"Sirsaganj, India_Platinum_M",Regular Customers
"Kolkata, India",2015-03-08,Gold,Fuel,F,225247,2015-03,"Kolkata, India_Gold_F",Regular Customers
"Ahmedabad, India",2015-03-08,Platinum,Fuel,F,195491,2015-03,"Ahmedabad, India_Platinum_F",High-Value Customers
"Ahmedabad, India",2015-03-08,Platinum,Fuel,F,197707,2015-03,"Ahmedabad, India_Platinum_F",High-Value Customers
"Chennai, India",2015-03-08,Signature,Bills,F,69361,2015-03,"Chennai, India_Signature_F",Regular Customers
"Greater Mumbai, India",2015-03-08,Gold,Fuel,F,17550,2015-03,"Greater Mumbai, India_Gold_F",High-Value Customers
"Titlagarh, India",2015-03-08,Signature,Entertainment,M,81395,2015-03,"Titlagarh, India_Signature_M",Regular Customers
"Delhi, India",2015-03-08,Silver,Grocery,F,252184,2015-03,"Delhi, India_Silver_F",High-Value Customers
"Ahmedabad, India",2015-03-08,Silver,Food,F,113330,2015-03,"Ahmedabad, India_Silver_F",High-Value Customers
"Bengaluru, India",2015-03-08,Signature,Fuel,M,14623,2015-03,"Bengaluru, India_Signature_M",High-Value Customers
"Lunawada, India",2015-03-09,Silver,Food,F,106222,2015-03,"Lunawada, India_Silver_F",Regular Customers
"Chennai, India",2015-03-09,Silver,Bills,M,43128,2015-03,"Chennai, India_Silver_M",Regular Customers
"Surat, India",2015-03-09,Signature,Bills,F,59749,2015-03,"Surat, India_Signature_F",Regular Customers
"Kolkata, India",2015-03-09,Signature,Bills,M,160351,2015-03,"Kolkata, India_Signature_M",Regular Customers
"Ahmedabad, India",2015-03-09,Gold,Fuel,F,237631,2015-03,"Ahmedabad, India_Gold_F",High-Value Customers
"Aurangabad, India",2015-03-09,Silver,Grocery,M,81022,2015-03,"Aurangabad, India_Silver_M",Regular Customers
"Jaipur, India",2015-03-09,Silver,Entertainment,M,6371,2015-03,"Jaipur, India_Silver_M",Regular Customers
"Bengaluru, India",2015-03-09,Silver,Fuel,F,236457,2015-03,"Bengaluru, India_Silver_F",High-Value Customers
"Greater Mumbai, India",2015-03-09,Silver,Fuel,F,163670,2015-03,"Greater Mumbai, India_Silver_F",High-Value Customers
"Surat, India",2015-03-09,Platinum,Grocery,F,220816,2015-03,"Surat, India_Platinum_F",Regular Customers
"Surat, India",2015-03-09,Silver,Fuel,M,92725,2015-03,"Surat, India_Silver_M",Regular Customers
"Itarsi, India",2015-03-09,Platinum,Bills,F,8651,2015-03,"Itarsi, India_Platinum_F",Regular Customers
"Bengaluru, India",2015-03-09,Signature,Food,M,239844,2015-03,"Bengaluru, India_Signature_M",High-Value Customers
"Umarga, India",2015-03-09,Gold,Grocery,F,52775,2015-03,"Umarga, India_Gold_F",Regular Customers
"Greater Mumbai, India",2015-03-09,Silver,Food,F,26738,2015-03,"Greater Mumbai, India_Silver_F",High-Value Customers
"Patiala, India",2015-03-09,Gold,Bills,F,246313,2015-03,"Patiala, India_Gold_F",Regular Customers
"Belagavi, India",2015-03-09,Platinum,Grocery,F,208717,2015-03,"Belagavi, India_Platinum_F",Regular Customers
"Kavali, India",2015-03-09,Signature,Food,F,47295,2015-03,"Kavali, India_Signature_F",Regular Customers
"Greater Mumbai, India",2015-03-09,Silver,Entertainment,M,150453,2015-03,"Greater Mumbai, India_Silver_M",High-Value Customers
"Lucknow, India",2015-03-09,Silver,Entertainment,M,246759,2015-03,"Lucknow, India_Silver_M",Regular Customers
"Delhi, India",2015-03-09,Platinum,Fuel,F,70031,2015-03,"Delhi, India_Platinum_F",High-Value Customers
"Ahmedabad, India",2015-03-09,Signature,Entertainment,F,174737,2015-03,"Ahmedabad, India_Signature_F",High-Value Customers
"Ahmedabad, India",2015-03-09,Platinum,Entertainment,M,49690,2015-03,"Ahmedabad, India_Platinum_M",High-Value Customers
"Bengaluru, India",2015-03-09,Signature,Fuel,F,163256,2015-03,"Bengaluru, India_Signature_F",High-Value Customers
"Delhi, India",2015-03-09,Gold,Bills,F,264928,2015-03,"Delhi, India_Gold_F",High-Value Customers
"Sirsi, India",2015-03-09,Silver,Bills,M,296541,2015-03,"Sirsi, India_Silver_M",Regular Customers
"Pithampur, India",2015-03-09,Silver,Food,F,263107,2015-03,"Pithampur, India_Silver_F",Regular Customers
"Greater Mumbai, India",2015-03-09,Silver,Food,M,149492,2015-03,"Greater Mumbai, India_Silver_M",High-Value Customers
"Hyderabad, India",2015-03-09,Signature,Food,M,221057,2015-03,"Hyderabad, India_Signature_M",Regular Customers
"Pandharpur, India",2015-03-09,Gold,Grocery,M,188674,2015-03,"Pandharpur, India_Gold_M",Regular Customers
"Sunabeda, India",2015-03-09,Silver,Entertainment,M,226232,2015-03,"Sunabeda, India_Silver_M",Regular Customers
"Bengaluru, India",2015-03-09,Silver,Food,F,108977,2015-03,"Bengaluru, India_Silver_F",High-Value Customers
"Kanpur, India",2015-03-09,Signature,Food,F,172915,2015-03,"Kanpur, India_Signature_F",Regular Customers
"Greater Mumbai, India",2015-03-09,Signature,Food,M,165037,2015-03,"Greater Mumbai, India_Signature_M",High-Value Customers
"Davanagere, India",2015-03-09,Silver,Entertainment,M,202561,2015-03,"Davanagere, India_Silver_M",Regular Customers
"Ahmedabad, India",2015-03-09,Platinum,Food,F,157972,2015-03,"Ahmedabad, India_Platinum_F",High-Value Customers
"Dalli-Rajhara, India",2015-03-09,Signature,Entertainment,F,101329,2015-03,"Dalli-Rajhara, India_Signature_F",Regular Customers
"Shimla, India",2015-03-09,Silver,Food,M,285846,2015-03,"Shimla, India_Silver_M",Regular Customers
"Delhi, India",2015-03-09,Silver,Food,M,185153,2015-03,"Delhi, India_Silver_M",High-Value Customers
"Indore, India",2015-03-09,Silver,Entertainment,M,58987,2015-03,"Indore, India_Silver_M",Regular Customers
"Kanpur, India",2015-03-09,Platinum,Grocery,M,210387,2015-03,"Kanpur, India_Platinum_M",Regular Customers
"Delhi, India",2015-03-09,Silver,Fuel,M,192840,2015-03,"Delhi, India_Silver_M",High-Value Customers
"Bengaluru, India",2015-03-09,Silver,Food,M,292012,2015-03,"Bengaluru, India_Silver_M",High-Value Customers
"Jaipur, India",2015-03-09,Signature,Bills,M,257002,2015-03,"Jaipur, India_Signature_M",Regular Customers
"Delhi, India",2015-03-09,Signature,Fuel,F,214659,2015-03,"Delhi, India_Signature_F",High-Value Customers
"Ahmedabad, India",2015-03-09,Platinum,Food,M,239705,2015-03,"Ahmedabad, India_Platinum_M",High-Value Customers
"Delhi, India",2015-03-09,Gold,Food,F,260239,2015-03,"Delhi, India_Gold_F",High-Value Customers
"Pune, India",2015-03-10,Gold,Entertainment,F,266321,2015-03,"Pune, India_Gold_F",Regular Customers
"Ahmedabad, India",2015-03-10,Gold,Food,F,259027,2015-03,"Ahmedabad, India_Gold_F",High-Value Customers
"Greater Mumbai, India",2015-03-10,Silver,Food,F,250995,2015-03,"Greater Mumbai, India_Silver_F",High-Value Customers
"Ratnagiri, India",2015-03-10,Silver,Food,F,282150,2015-03,"Ratnagiri, India_Silver_F",Regular Customers
"Greater Mumbai, India",2015-03-10,Signature,Fuel,M,52498,2015-03,"Greater Mumbai, India_Signature_M",High-Value Customers
"Bengaluru, India",2015-03-10,Silver,Food,M,19242,2015-03,"Bengaluru, India_Silver_M",High-Value Customers
"Hyderabad, India",2015-03-10,Platinum,Entertainment,M,208097,2015-03,"Hyderabad, India_Platinum_M",Regular Customers
"Delhi, India",2015-03-10,Signature,Bills,F,2321,2015-03,"Delhi, India_Signature_F",High-Value Customers
"Greater Mumbai, India",2015-03-10,Silver,Bills,F,223918,2015-03,"Greater Mumbai, India_Silver_F",High-Value Customers
"Greater Mumbai, India",2015-03-10,Signature,Food,F,205497,2015-03,"Greater Mumbai, India_Signature_F",High-Value Customers
"Hoshiarpur, India",2015-03-10,Signature,Bills,F,292645,2015-03,"Hoshiarpur, India_Signature_F",Regular Customers
"Ahmedabad, India",2015-03-10,Silver,Grocery,F,246973,2015-03,"Ahmedabad, India_Silver_F",High-Value Customers
"Greater Mumbai, India",2015-03-10,Signature,Bills,F,275427,2015-03,"Greater Mumbai, India_Signature_F",High-Value Customers
"Bengaluru, India",2015-03-10,Platinum,Food,F,127650,2015-03,"Bengaluru, India_Platinum_F",High-Value Customers
"Chennai, India",2015-03-10,Signature,Food,M,237637,2015-03,"Chennai, India_Signature_M",Regular Customers
"Ahmedabad, India",2015-03-10,Gold,Food,F,41665,2015-03,"Ahmedabad, India_Gold_F",High-Value Customers
"Delhi, India",2015-03-10,Platinum,Fuel,F,160497,2015-03,"Delhi, India_Platinum_F",High-Value Customers
"Greater Mumbai, India",2015-03-10,Signature,Fuel,F,58308,2015-03,"Greater Mumbai, India_Signature_F",High-Value Customers
"Greater Mumbai, India",2015-03-10,Platinum,Fuel,M,100967,2015-03,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Ahmedabad, India",2015-03-10,Platinum,Bills,F,5273,2015-03,"Ahmedabad, India_Platinum_F",High-Value Customers
"Bengaluru, India",2015-03-10,Platinum,Entertainment,F,147997,2015-03,"Bengaluru, India_Platinum_F",High-Value Customers
"Bokaro Steel City, India",2015-03-10,Gold,Grocery,M,193537,2015-03,"Bokaro Steel City, India_Gold_M",Regular Customers
"Delhi, India",2015-03-10,Gold,Grocery,F,28909,2015-03,"Delhi, India_Gold_F",High-Value Customers
"Ahmedabad, India",2015-03-10,Platinum,Fuel,M,105490,2015-03,"Ahmedabad, India_Platinum_M",High-Value Customers
"Katihar, India",2015-03-10,Gold,Entertainment,F,140668,2015-03,"Katihar, India_Gold_F",Regular Customers
"Greater Mumbai, India",2015-03-10,Gold,Fuel,F,259179,2015-03,"Greater Mumbai, India_Gold_F",High-Value Customers
"Ahmedabad, India",2015-03-10,Platinum,Entertainment,F,102638,2015-03,"Ahmedabad, India_Platinum_F",High-Value Customers
"Delhi, India",2015-03-10,Signature,Fuel,M,8863,2015-03,"Delhi, India_Signature_M",High-Value Customers
"Pune, India",2015-03-10,Gold,Entertainment,F,105514,2015-03,"Pune, India_Gold_F",Regular Customers
"Delhi, India",2015-03-10,Silver,Grocery,F,182684,2015-03,"Delhi, India_Silver_F",High-Value Customers
"Ahmedabad, India",2015-03-10,Silver,Entertainment,F,129326,2015-03,"Ahmedabad, India_Silver_F",High-Value Customers
"Bengaluru, India",2015-03-10,Gold,Fuel,M,173553,2015-03,"Bengaluru, India_Gold_M",High-Value Customers
"Ahmedabad, India",2015-03-10,Signature,Grocery,M,232224,2015-03,"Ahmedabad, India_Signature_M",High-Value Customers
"Sinnar, India",2015-03-10,Signature,Food,M,177460,2015-03,"Sinnar, India_Signature_M",Regular Customers
"Delhi, India",2015-03-10,Platinum,Bills,M,110829,2015-03,"Delhi, India_Platinum_M",High-Value Customers
"Delhi, India",2015-03-10,Platinum,Food,F,124069,2015-03,"Delhi, India_Platinum_F",High-Value Customers
"Bengaluru, India",2015-03-10,Gold,Entertainment,F,75954,2015-03,"Bengaluru, India_Gold_F",High-Value Customers
"Bengaluru, India",2015-03-10,Gold,Fuel,F,291321,2015-03,"Bengaluru, India_Gold_F",High-Value Customers
"Bengaluru, India",2015-03-10,Platinum,Food,M,150205,2015-03,"Bengaluru, India_Platinum_M",High-Value Customers
"Raigarh, India",2015-03-10,Gold,Fuel,F,217372,2015-03,"Raigarh, India_Gold_F",Regular Customers
"Sirsa, India",2015-03-10,Platinum,Food,M,280655,2015-03,"Sirsa, India_Platinum_M",Regular Customers
"Bengaluru, India",2015-03-10,Silver,Bills,F,149306,2015-03,"Bengaluru, India_Silver_F",High-Value Customers
"Kharar, India",2015-03-10,Gold,Grocery,M,214406,2015-03,"Kharar, India_Gold_M",Regular Customers
"Bengaluru, India",2015-03-10,Platinum,Fuel,F,165467,2015-03,"Bengaluru, India_Platinum_F",High-Value Customers
"Chennai, India",2015-03-11,Gold,Travel,F,51574,2015-03,"Chennai, India_Gold_F",Regular Customers
"Greater Mumbai, India",2015-03-11,Silver,Grocery,F,217325,2015-03,"Greater Mumbai, India_Silver_F",High-Value Customers
"Nasirabad, India",2015-03-11,Signature,Entertainment,F,227904,2015-03,"Nasirabad, India_Signature_F",Regular Customers
"Delhi, India",2015-03-11,Gold,Bills,M,79638,2015-03,"Delhi, India_Gold_M",High-Value Customers
"Greater Mumbai, India",2015-03-11,Signature,Bills,M,11537,2015-03,"Greater Mumbai, India_Signature_M",High-Value Customers
"Kanpur, India",2015-03-11,Silver,Food,F,241046,2015-03,"Kanpur, India_Silver_F",Regular Customers
"Greater Mumbai, India",2015-03-11,Silver,Bills,F,195342,2015-03,"Greater Mumbai, India_Silver_F",High-Value Customers
"Delhi, India",2015-03-11,Gold,Entertainment,F,213707,2015-03,"Delhi, India_Gold_F",High-Value Customers
"Greater Mumbai, India",2015-03-11,Signature,Food,F,171142,2015-03,"Greater Mumbai, India_Signature_F",High-Value Customers
"Bengaluru, India",2015-03-11,Silver,Fuel,F,62248,2015-03,"Bengaluru, India_Silver_F",High-Value Customers
"Ahmedabad, India",2015-03-11,Signature,Entertainment,F,249427,2015-03,"Ahmedabad, India_Signature_F",High-Value Customers
"Ahmedabad, India",2015-03-11,Platinum,Food,F,240804,2015-03,"Ahmedabad, India_Platinum_F",High-Value Customers
"Ahmedabad, India",2015-03-11,Platinum,Fuel,F,127335,2015-03,"Ahmedabad, India_Platinum_F",High-Value Customers
"Ahmedabad, India",2015-03-11,Platinum,Food,F,163305,2015-03,"Ahmedabad, India_Platinum_F",High-Value Customers
"Surat, India",2015-03-11,Silver,Entertainment,F,204189,2015-03,"Surat, India_Silver_F",Regular Customers
"Bheemunipatnam, India",2015-03-11,Gold,Bills,F,256703,2015-03,"Bheemunipatnam, India_Gold_F",Regular Customers
"Chennai, India",2015-03-11,Platinum,Travel,M,269611,2015-03,"Chennai, India_Platinum_M",Regular Customers
"Greater Mumbai, India",2015-03-11,Platinum,Food,F,193060,2015-03,"Greater Mumbai, India_Platinum_F",High-Value Customers
"Greater Mumbai, India",2015-03-11,Platinum,Bills,F,494540,2015-03,"Greater Mumbai, India_Platinum_F",High-Value Customers
"Greater Mumbai, India",2015-03-11,Platinum,Entertainment,M,74382,2015-03,"Greater Mumbai, India_Platinum_M",High-Value Customers
"Delhi, India",2015-03-11,Platinum,Fuel,F,226809,2015-03,"Delhi, India_Platinum_F",High-Value Customers
"Panipat, India",2015-03-11,Gold,Fuel,F,27402,2015-03,"Panipat, India_Gold_F",Regular Customers
"Bodhan, India",2015-03-11,Gold,Food,F,188220,2015-03,"Bodhan, India_Gold_F",Regular Customers
"Ahmedabad, India",2015-03-11,Gold,Bills,F,41080,2015-03,"Ahmedabad, India_Gold_F",High-Value Customers
"Delhi, India",2015-03-11,Silver,Food,F,256766,2015-03,"Delhi, India_Silver_F",High-Value Customers
"Jalandhar, India",2015-03-11,Platinum,Food,M,98962,2015-03,"Jalandhar, India_Platinum_M",Regular Customers
"Greater Mumbai, India",2015-03-11,Silver,Entertainment,F,267109,2015-03,"Greater Mumbai, India_Silver_F",High-Value Customers
"Delhi, India",2015-03-11,Signature,Fuel,M,120886,2015-03,"Delhi, India_Signature_M",High-Value Customers
"Ahmedabad, India",2015-03-11,Platinum,Fuel,M,32398,2015-03,"Ahmedabad, India_Platinum_M",High-Value Customers
"Ahmedabad, India",2015-03-11,Platinum,Fuel,M,131136,2015-03,"Ahmedabad, India_Platinum_M",High-Value Customers
"Batala, India",2015-03-11,Silver,Food,F,296548,2015-03,"Batala, India_Silver_F",Regular Customers
"Greater Mumbai, India",2015-03-11,Gold,Bills,M,227949,2015-03,"Greater Mumbai, India_Gold_M",High-Value Customers
"Delhi, India",2015-03-11,Gold,Grocery,M,141380,2015-03,"Delhi, India_Gold_M",High-Value Customers
"Brahmapur, India",2015-03-11,Signature,Fuel,M,129639,2015-03,"Brahmapur, India_Signature_M",Regular Customers
"Ahmedabad, India",2015-03-11,Gold,Fuel,M,12617,2015-03,"Ahmedabad, India_Gold_M",High-Value Customers
"Makhdumpur, India",2015-03-11,Gold,Food,M,32319,2015-03,"Makhdumpur, India_Gold_M",Regular Customers
"Delhi, India",2015-03-11,Gold,Entertainment,M,278840,2015-03,"Delhi, India_Gold_M",High-Value Customers
"Kolkata, India",2015-03-11,Signature,Grocery,M,152400,2015-03,"Kolkata, India_Signature_M",Regular Customers
"Nautanwa, India",2015-03-11,Signature,Bills,M,51108,2015-03,"Nautanwa, India_Signature_M",Regular Customers
"Ahmedabad, India",2015-03-11,Silver,Grocery,F,285777,2015-03,"Ahmedabad, India_Silver_F",High-Value Customers
"Jaipur, India",2015-03-11,Silver,Fuel,M,21522,2015-03,"Jaipur, India_Silver_M",Regular Customers
"Greater Mumbai, India",2015-03-11,Silver,Grocery,M,143893,2015-03,"Greater Mumbai, India_Silver_M",High-Value Customers
"Narsipatnam, India",2015-03-11,Silver,Entertainment,M,176591,2015-03,"Narsipatnam, India_Silver_M",Regular Customers
"Greater Mumbai, India",2015-03-11,Silver,Entertainment,M,222314,2015-03,"Greater Mumbai, India_Silver_M",High-Value Customers
"Ahmedabad, India",2015-03-11,Silver,Grocery,F,253375,2015-03,"Ahmedabad, India_Silver_F",High-Value Customers
"Amalapuram, India",2015-03-12,Silver,Entertainment,M,98532,2015-03,"Amalapuram, India_Silver_M",Regular Customers
"Ahmedabad, India",2015-03-12,Platinum,Bills,M,287836,2015-03,"Ahmedabad, India_Platinum_M",High-Value Customers
"Nokha, India",2015-03-12,Signature,Entertainment,F,151930,2015-03,"Nokha, India_Signature_F",Regular Customers
"Baripada Town, India",2015-03-12,Silver,Bills,F,157354,2015-03,"Baripada Town, India_Silver_F",Regular Customers
"Chennai, India",2015-03-12,Silver,Entertainment,M,25500,2015-03,"Chennai, India_Silver_M",Regular Customers
"Kolkata, India",2015-03-12,Platinum,Fuel,F,49969,2015-03,"Kolkata, India_Platinum_F",Regular Customers
"Ahmedabad, India",2015-03-12,Signature,Fuel,F,98764,2015-03,"Ahmedabad, India_Signature_F",High-Value Customers
"Delhi, India",2015-03-12,Platinum,Fuel,M,158360,2015-03,"Delhi, India_Platinum_M",High-Value Customers
"Lanka, India",2015-03-12,Platinum,Entertainment,F,258436,2015-03,"Lanka, India_Platinum_F",Regular Customers
"Greater Mumbai, India",2015-03-12,Signature,Fuel,M,267975,2015-03,"Greater Mumbai, India_Signature_M",High-Value Customers
"Ahmedabad, India",2015-03-12,Platinum,Fuel,F,257634,2015-03,"Ahmedabad, India_Platinum_F",High-Value Customers
